instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,year,temp_actual,hum_actual,windspeed_actual,rental_category
318,2011-11-14,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595,3891,4486,Winter,Clear,Monday,2011,21.73,58.7083,20.541932,High
319,2011-11-15,4,0,11,0,2,1,2,0.53,0.507579,0.68875,0.199633,449,3746,4195,Winter,Mist,Tuesday,2011,21.73,68.875,13.375411,High
320,2011-11-16,4,0,11,0,3,1,3,0.456667,0.451988,0.93,0.136829,145,1672,1817,Winter,Light Rain/Snow,Wednesday,2011,18.723347,93.0,9.167543,Low
321,2011-11-17,4,0,11,0,4,1,2,0.341667,0.323221,0.575833,0.305362,139,2914,3053,Winter,Mist,Thursday,2011,14.008347,57.5833,20.459254,Medium
322,2011-11-18,4,0,11,0,5,1,1,0.274167,0.272721,0.41,0.168533,245,3147,3392,Winter,Clear,Friday,2011,11.240847,41.0,11.291711,Medium
323,2011-11-19,4,0,11,0,6,0,1,0.329167,0.324483,0.502083,0.224496,943,2720,3663,Winter,Clear,Saturday,2011,13.495847,50.208299999999994,15.041232,Medium
324,2011-11-20,4,0,11,0,0,0,2,0.463333,0.457058,0.684583,0.18595,787,2733,3520,Winter,Mist,Sunday,2011,18.996653,68.45830000000001,12.45865,Medium
325,2011-11-21,4,0,11,0,1,1,3,0.4475,0.445062,0.91,0.138054,220,2545,2765,Winter,Light Rain/Snow,Monday,2011,18.3475,91.0,9.249618,Medium
326,2011-11-22,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69,1538,1607,Winter,Light Rain/Snow,Tuesday,2011,17.083347,96.25,7.959064,Low
327,2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112,2454,2566,Winter,Mist,Wednesday,2011,18.074153,75.79169999999999,22.500275,Medium
328,2011-11-24,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560,935,1495,Winter,Clear,Thursday,2011,15.306653,54.9167,11.209368000000001,Low
329,2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095,1697,2792,Winter,Clear,Friday,2011,15.375,64.375,6.6260186,Medium
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249,1819,3068,Winter,Clear,Saturday,2011,15.409152999999998,68.1667,4.5841936,Medium
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810,2261,3071,Winter,Clear,Sunday,2011,18.825847,69.8333,13.999918,Medium
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253,3614,3867,Winter,Clear,Monday,2011,20.642598,74.3043,9.522174,Medium
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96,2818,2914,Winter,Mist,Tuesday,2011,18.791653,83.08330000000001,17.292164,Medium
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188,3425,3613,Winter,Clear,Wednesday,2011,13.325000000000001,61.3333,18.167586,Medium
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182,3545,3727,Winter,Clear,Thursday,2011,12.8125,52.4583,14.750586,Medium
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268,3672,3940,Winter,Clear,Friday,2011,12.880847,62.583299999999994,6.750518,Medium
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706,2908,3614,Winter,Clear,Saturday,2011,12.265847,61.291700000000006,6.4174811,Medium
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634,2851,3485,Winter,Clear,Sunday,2011,13.564153,77.5833,5.6252061,Medium
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233,3578,3811,Winter,Mist,Monday,2011,15.819153,82.70830000000001,4.1679561000000005,Medium
340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126,2468,2594,Winter,Light Rain/Snow,Tuesday,2011,18.962500000000002,94.9583,15.583061,Medium
341,2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50,655,705,Winter,Light Rain/Snow,Wednesday,2011,16.81,97.04169999999999,17.833725,Low
342,2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150,3172,3322,Winter,Clear,Thursday,2011,10.899153,57.99999999999999,16.083886,Medium
343,2011-12-09,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261,3359,3620,Winter,Clear,Friday,2011,11.924153,69.58330000000001,5.5420189,Medium
344,2011-12-10,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502,2688,3190,Winter,Clear,Saturday,2011,11.275,50.74999999999999,15.625807,Medium
345,2011-12-11,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377,2366,2743,Winter,Clear,Sunday,2011,9.054153,49.0,4.458293899999999,Medium
346,2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143,3167,3310,Winter,Clear,Monday,2011,9.771652999999999,67.08330000000001,4.251150000000001,Medium
347,2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155,3368,3523,Winter,Clear,Tuesday,2011,11.5825,59.0,9.41685,Medium
348,2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178,3562,3740,Winter,Mist,Wednesday,2011,13.0175,66.375,4.0842061,Medium
349,2011-12-15,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181,3528,3709,Winter,Mist,Thursday,2011,17.322499999999998,63.416700000000006,17.958814,Medium
350,2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178,3399,3577,Winter,Mist,Friday,2011,15.375,50.0417,17.458525,Medium
351,2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275,2464,2739,Winter,Mist,Saturday,2011,10.591652999999999,56.0833,16.292189,Medium
352,2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220,2211,2431,Winter,Clear,Sunday,2011,9.771652999999999,58.62500000000001,11.375193000000001,Medium
353,2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260,3143,3403,Winter,Clear,Monday,2011,11.343347,63.74999999999999,11.584031999999999,Medium
354,2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216,3534,3750,Winter,Mist,Tuesday,2011,15.819153,59.5417,4.1252436,Medium
355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107,2553,2660,Spring,Mist,Wednesday,2011,17.561653,85.83330000000001,14.8338,Medium
356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227,2841,3068,Spring,Mist,Thursday,2011,17.356653,75.75,3.1674249999999997,Medium
357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163,2046,2209,Spring,Clear,Friday,2011,15.306653,68.625,18.374482,Medium
358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155,856,1011,Spring,Clear,Saturday,2011,12.4025,54.25,12.750368,Low
359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303,451,754,Spring,Clear,Sunday,2011,11.266103,68.13040000000001,10.391097,Low
360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430,887,1317,Spring,Clear,Monday,2011,13.191299,50.6957,16.044155,Low
361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103,1059,1162,Spring,Mist,Tuesday,2011,13.325000000000001,76.25,12.62615,Low
362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255,2047,2302,Spring,Clear,Wednesday,2011,12.264330000000001,50.39130000000001,19.695386999999997,Medium
363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254,2169,2423,Spring,Clear,Thursday,2011,10.181653,57.4167,8.000604000000001,Medium
364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491,2508,2999,Spring,Clear,Friday,2011,12.778347000000002,63.6667,9.000579,Medium
365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665,1820,2485,Spring,Clear,Saturday,2011,16.81,61.583299999999994,14.750318,Medium
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686,1608,2294,Spring,Clear,Sunday,2012,15.17,69.25,12.875189,Medium
367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244,1707,1951,Spring,Clear,Monday,2012,11.194763,38.130399999999995,22.087555,Low
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89,2147,2236,Spring,Clear,Tuesday,2012,6.1499999999999995,44.125,24.499957000000002,Medium
369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95,2273,2368,Spring,Mist,Wednesday,2012,4.4075,41.4583,12.3749,Medium
370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140,3132,3272,Spring,Clear,Thursday,2012,10.899153,52.416700000000006,8.709128999999999,Medium
371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307,3791,4098,Spring,Clear,Friday,2012,13.700847,54.2083,11.249836,High
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070,3451,4521,Spring,Clear,Saturday,2012,16.126653,53.1667,11.708786,High
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599,2826,3425,Spring,Clear,Sunday,2012,13.8375,46.5,12.833314,Medium
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106,2270,2376,Spring,Mist,Monday,2012,9.190847,70.1667,6.6263000000000005,Medium
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173,3425,3598,Spring,Clear,Tuesday,2012,12.656536000000001,64.65220000000001,12.565984,Medium
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92,2085,2177,Spring,Mist,Wednesday,2012,11.240847,84.75,8.791807,Medium
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269,3828,4097,Spring,Mist,Thursday,2012,15.682500000000001,80.2917,12.124789,High
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174,3040,3214,Spring,Clear,Friday,2012,11.240847,50.74999999999999,25.333236,Medium
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333,2160,2493,Spring,Clear,Saturday,2012,7.38,45.75,12.541260999999999,Medium
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284,2027,2311,Spring,Clear,Sunday,2012,6.833347000000001,41.9167,16.834286,Medium
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217,2081,2298,Spring,Clear,Monday,2012,7.79,52.25,15.500986000000001,Medium
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127,2808,2935,Spring,Mist,Tuesday,2012,15.294763,71.6087,23.39171,Medium
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109,3267,3376,Spring,Clear,Wednesday,2012,12.436653000000002,44.333299999999994,27.833743,Medium
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130,3162,3292,Spring,Clear,Thursday,2012,7.79,49.75,14.750586,Medium
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115,3048,3163,Spring,Mist,Friday,2012,8.9175,45.0,13.58425,Medium
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67,1234,1301,Spring,Mist,Saturday,2012,7.106653,83.125,14.917014,Low
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196,1781,1977,Spring,Mist,Sunday,2012,6.6625000000000005,79.625,13.375746000000001,Low
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145,2287,2432,Spring,Mist,Monday,2012,8.951653,91.125,7.417436,Medium
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439,3900,4339,Spring,Clear,Tuesday,2012,14.0425,83.58330000000001,8.292389,High
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467,3803,4270,Spring,Clear,Wednesday,2012,12.060847,64.375,10.791756999999999,High
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244,3831,4075,Spring,Mist,Thursday,2012,14.008347,76.95830000000001,4.9175186,High
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269,3187,3456,Spring,Mist,Friday,2012,17.425,74.125,22.958689,Medium
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775,3248,4023,Spring,Clear,Saturday,2012,12.949152999999999,54.333299999999994,14.125542999999999,High
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558,2685,3243,Spring,Clear,Sunday,2012,11.5825,31.125000000000004,16.08335,Medium
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126,3498,3624,Spring,Clear,Monday,2012,11.035847,40.0833,14.458064,Medium
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324,4185,4509,Spring,Clear,Tuesday,2012,15.99,41.6667,17.541739,High
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304,4275,4579,Spring,Clear,Wednesday,2012,19.235847,50.79169999999999,12.667489000000002,High
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190,3571,3761,Spring,Mist,Thursday,2012,16.365847,67.29169999999999,12.541528999999999,Medium
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310,3841,4151,Spring,Clear,Friday,2012,12.846652999999998,52.6667,11.959232,High
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384,2448,2832,Spring,Mist,Saturday,2012,10.830846999999999,77.95830000000001,8.167032,Medium
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318,2629,2947,Spring,Mist,Sunday,2012,10.899153,68.7917,11.791732000000001,Medium
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206,3578,3784,Spring,Clear,Monday,2012,11.586969,62.2174,10.304599999999999,Medium
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199,4176,4375,Spring,Clear,Tuesday,2012,14.520847,49.625,9.874393000000001,High
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109,2693,2802,Spring,Mist,Wednesday,2012,10.523347,72.2917,8.959307,Medium
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163,3667,3830,Spring,Clear,Thursday,2012,10.865,56.2083,13.000478999999999,Medium
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227,3604,3831,Spring,Mist,Friday,2012,11.514153,54.0,7.834243000000001,Medium
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192,1977,2169,Spring,Light Rain/Snow,Saturday,2012,9.190847,73.125,19.416332,Medium
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73,1456,1529,Spring,Clear,Sunday,2012,5.2275,46.4583,27.417204,Low
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94,3328,3422,Spring,Clear,Monday,2012,9.1225,41.125,11.207961,Medium
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135,3787,3922,Spring,Mist,Tuesday,2012,13.085847,50.875,9.458993,Medium
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141,4028,4169,Spring,Clear,Wednesday,2012,14.281653,53.125,12.167200000000001,High
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74,2931,3005,Spring,Mist,Thursday,2012,12.983346999999998,75.29169999999999,6.125475000000001,Medium
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349,3805,4154,Spring,Clear,Friday,2012,14.076653,63.4583,13.791682,High
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435,2883,4318,Spring,Clear,Saturday,2012,14.213347,53.4583,12.792243,High
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618,2071,2689,Spring,Mist,Sunday,2012,11.48,51.5833,16.958504,Medium
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502,2627,3129,Spring,Clear,Monday,2012,11.48,50.7826,15.348561,Medium
417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163,3614,3777,Spring,Clear,Tuesday,2012,11.800866000000001,59.434799999999996,13.783039,Medium
418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394,4379,4773,Spring,Clear,Wednesday,2012,16.229153,56.7917,15.709557,High
419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516,4546,5062,Spring,Clear,Thursday,2012,18.620846999999998,55.45830000000001,12.791171,High
420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246,3241,3487,Spring,Mist,Friday,2012,16.7075,73.75,15.916989,Medium
421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317,2415,2732,Spring,Clear,Saturday,2012,11.924153,39.5833,28.250014,Medium
422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515,2874,3389,Spring,Clear,Sunday,2012,11.445847,41.0,13.750342999999999,Medium
423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253,4069,4322,Spring,Clear,Monday,2012,15.033347000000001,49.0833,17.958211000000002,High
424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229,4134,4363,Spring,Clear,Tuesday,2012,14.725847,39.5833,12.958939,High
425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65,1769,1834,Spring,Mist,Wednesday,2012,14.118267999999999,80.4783,12.000839,Low
426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325,4665,4990,Spring,Clear,Thursday,2012,19.919153,61.5417,15.208129,High
427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246,2948,3194,Spring,Mist,Friday,2012,14.486653,65.7083,9.708568,Medium
428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956,3110,4066,Spring,Mist,Saturday,2012,16.980847,62.125,10.792293,High
429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710,2713,3423,Spring,Clear,Sunday,2012,13.359153,40.3333,22.416257,Medium
430,2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203,3130,3333,Spring,Clear,Monday,2012,9.976652999999999,50.625,15.333486,Medium
431,2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221,3735,3956,Spring,Clear,Tuesday,2012,10.591652999999999,45.6667,13.458625,Medium
432,2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432,4484,4916,Spring,Clear,Wednesday,2012,16.570847,51.3333,23.167193,High
433,2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486,4896,5382,Spring,Clear,Thursday,2012,21.627499999999998,56.75,29.584721,High
434,2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447,4122,4569,Spring,Mist,Friday,2012,16.844153,40.708299999999994,27.7916,High
435,2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968,3150,4118,Spring,Clear,Saturday,2012,11.7875,35.0417,15.125250000000001,High
436,2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658,3253,4911,Spring,Clear,Sunday,2012,14.831299,47.6957,14.913329000000001,High
437,2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838,4460,5298,Spring,Clear,Monday,2012,19.133347,48.9167,13.916771,High
438,2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762,5085,5847,Spring,Clear,Tuesday,2012,23.165,61.75000000000001,15.87565,High
439,2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997,5315,6312,Spring,Clear,Wednesday,2012,23.4725,50.708299999999994,7.709154,Very High
440,2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005,5187,6192,Spring,Clear,Thursday,2012,22.857499999999998,57.958299999999994,10.042161,Very High
441,2012-03-16,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548,3830,4378,Spring,Mist,Friday,2012,17.869153,84.20830000000001,7.583864,High
442,2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155,4681,7836,Spring,Mist,Saturday,2012,21.080847000000002,75.5833,7.417168,Very High
443,2012-03-18,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207,3685,5892,Spring,Mist,Sunday,2012,19.3725,81.0,8.501161,High
444,2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982,5171,6153,Spring,Clear,Monday,2012,22.345000000000002,72.875,10.875238999999999,Very High
445,2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051,5042,6093,Spring,Clear,Tuesday,2012,22.994153,80.7917,8.125157,Very High
446,2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122,5108,6230,Summer,Mist,Wednesday,2012,21.798347,82.125,6.000406099999999,Very High
447,2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334,5537,6871,Summer,Clear,Thursday,2012,22.720847,83.125,7.876654,Very High
448,2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2469,5893,8362,Summer,Mist,Friday,2012,24.668346999999997,69.41669999999999,7.7921000000000005,Very High
449,2012-03-24,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033,2339,3372,Summer,Mist,Saturday,2012,20.6025,88.5417,12.916461,Medium
450,2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532,3464,4996,Summer,Mist,Sunday,2012,17.9375,88.0833,14.791924999999999,High
451,2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795,4763,5558,Summer,Clear,Monday,2012,18.279153,47.7917,25.917007,High
452,2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531,4571,5102,Summer,Clear,Tuesday,2012,13.256653,28.999999999999996,12.541864,High
453,2012-03-28,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674,5024,5698,Summer,Clear,Wednesday,2012,19.850847,48.125,19.541957,High
454,2012-03-29,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834,5299,6133,Summer,Clear,Thursday,2012,20.260847000000002,43.9167,21.41655,Very High
455,2012-03-30,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796,4663,5459,Summer,Mist,Friday,2012,15.17,58.0833,9.250489,High
456,2012-03-31,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301,3934,6235,Summer,Mist,Saturday,2012,17.390847,73.83330000000001,16.791338999999997,Very High
457,2012-04-01,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2347,3694,6041,Summer,Mist,Sunday,2012,17.459153,67.625,11.541889,Very High
458,2012-04-02,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208,4728,5936,Summer,Clear,Monday,2012,17.790433,50.4348,20.913313,High
459,2012-04-03,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348,5424,6772,Summer,Clear,Tuesday,2012,19.133347,39.6667,6.708911,Very High
460,2012-04-04,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058,5378,6436,Summer,Clear,Wednesday,2012,22.208347,46.958299999999994,12.125325,Very High
461,2012-04-05,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192,5265,6457,Summer,Clear,Thursday,2012,17.835,37.416700000000006,14.708443,Very High
462,2012-04-06,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807,4653,6460,Summer,Clear,Friday,2012,16.536653,37.7083,20.125996,Very High
463,2012-04-07,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,3252,3605,6857,Summer,Clear,Saturday,2012,17.9375,25.4167,18.416356999999998,Very High
464,2012-04-08,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230,2939,5169,Summer,Clear,Sunday,2012,20.5,27.5833,15.583931999999999,High
465,2012-04-09,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905,4680,5585,Summer,Clear,Monday,2012,20.055847,31.75,23.999132,High
466,2012-04-10,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819,5099,5918,Summer,Clear,Tuesday,2012,18.313347,43.5,16.708125000000003,High
467,2012-04-11,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482,4380,4862,Summer,Clear,Wednesday,2012,14.296536,46.9565,19.783358,High
468,2012-04-12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663,4746,5409,Summer,Clear,Thursday,2012,16.2975,46.625,19.458743,High
469,2012-04-13,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252,5146,6398,Summer,Clear,Friday,2012,18.142500000000002,40.8333,10.416557,Very High
470,2012-04-14,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2795,4665,7460,Summer,Clear,Saturday,2012,20.294999999999998,50.29169999999999,12.791439,Very High
471,2012-04-15,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2846,4286,7132,Summer,Clear,Sunday,2012,24.873347,50.79169999999999,15.083643,Very High
472,2012-04-16,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198,5172,6370,Summer,Clear,Monday,2012,27.230846999999997,56.166700000000006,19.083543,Very High
473,2012-04-17,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989,5702,6691,Summer,Clear,Tuesday,2012,24.941653000000002,39.0417,18.333143,Very High
474,2012-04-18,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347,4020,4367,Summer,Mist,Wednesday,2012,18.996653,56.9167,11.250104,High
475,2012-04-19,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846,5719,6565,Summer,Clear,Thursday,2012,20.431653,61.25000000000001,4.417256399999999,Very High
