instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_name,weather_name,weekday_name,month_name,year,temp_actual,atemp_actual,hum_actual,windspeed_actual
9498,2012-02-05,1,1,2,15,0,0,0,2,0.3,0.2879,0.56,0.2537,55,217,272,Spring,Mist,Sunday,Feb,2012,12.299999999999999,14.395,56.00000000000001,16.997899999999998
9499,2012-02-05,1,1,2,16,0,0,0,1,0.3,0.2879,0.56,0.2239,35,261,296,Spring,Clear,Sunday,Feb,2012,12.299999999999999,14.395,56.00000000000001,15.001299999999999
9500,2012-02-05,1,1,2,17,0,0,0,1,0.32,0.3182,0.53,0.1642,31,275,306,Spring,Clear,Sunday,Feb,2012,13.120000000000001,15.909999999999998,53.0,11.0014
9501,2012-02-05,1,1,2,18,0,0,0,1,0.3,0.2879,0.52,0.2537,10,171,181,Spring,Clear,Sunday,Feb,2012,12.299999999999999,14.395,52.0,16.997899999999998
9502,2012-02-05,1,1,2,19,0,0,0,1,0.3,0.2879,0.52,0.2239,6,63,69,Spring,Clear,Sunday,Feb,2012,12.299999999999999,14.395,52.0,15.001299999999999
9503,2012-02-05,1,1,2,20,0,0,0,1,0.28,0.2727,0.56,0.194,3,47,50,Spring,Clear,Sunday,Feb,2012,11.48,13.635,56.00000000000001,12.998000000000001
9504,2012-02-05,1,1,2,21,0,0,0,1,0.28,0.2879,0.56,0.1045,6,60,66,Spring,Clear,Sunday,Feb,2012,11.48,14.395,56.00000000000001,7.0015
9505,2012-02-05,1,1,2,22,0,0,0,1,0.26,0.2727,0.6,0.1045,9,182,191,Spring,Clear,Sunday,Feb,2012,10.66,13.635,60.0,7.0015
9506,2012-02-05,1,1,2,23,0,0,0,1,0.24,0.2424,0.7,0.1343,4,38,42,Spring,Clear,Sunday,Feb,2012,9.84,12.120000000000001,70.0,8.9981
9507,2012-02-06,1,1,2,0,0,1,1,1,0.24,0.2424,0.65,0.1343,7,14,21,Spring,Clear,Monday,Feb,2012,9.84,12.120000000000001,65.0,8.9981
9508,2012-02-06,1,1,2,1,0,1,1,1,0.22,0.2576,0.75,0.0896,0,6,6,Spring,Clear,Monday,Feb,2012,9.02,12.879999999999999,75.0,6.0032
9509,2012-02-06,1,1,2,2,0,1,1,1,0.22,0.2727,0.75,0.0,0,3,3,Spring,Clear,Monday,Feb,2012,9.02,13.635,75.0,0.0
9510,2012-02-06,1,1,2,4,0,1,1,1,0.18,0.2121,0.8,0.1045,0,2,2,Spring,Clear,Monday,Feb,2012,7.38,10.605,80.0,7.0015
9511,2012-02-06,1,1,2,5,0,1,1,1,0.18,0.2121,0.8,0.1045,0,17,17,Spring,Clear,Monday,Feb,2012,7.38,10.605,80.0,7.0015
9512,2012-02-06,1,1,2,6,0,1,1,1,0.16,0.1818,0.86,0.1045,0,72,72,Spring,Clear,Monday,Feb,2012,6.5600000000000005,9.09,86.0,7.0015
9513,2012-02-06,1,1,2,7,0,1,1,1,0.16,0.1818,0.86,0.1045,5,229,234,Spring,Clear,Monday,Feb,2012,6.5600000000000005,9.09,86.0,7.0015
9514,2012-02-06,1,1,2,8,0,1,1,1,0.16,0.1818,0.86,0.1343,10,434,444,Spring,Clear,Monday,Feb,2012,6.5600000000000005,9.09,86.0,8.9981
9515,2012-02-06,1,1,2,9,0,1,1,1,0.18,0.2121,0.8,0.1045,8,269,277,Spring,Clear,Monday,Feb,2012,7.38,10.605,80.0,7.0015
9516,2012-02-06,1,1,2,10,0,1,1,1,0.22,0.2424,0.75,0.1045,20,96,116,Spring,Clear,Monday,Feb,2012,9.02,12.120000000000001,75.0,7.0015
9517,2012-02-06,1,1,2,11,0,1,1,1,0.26,0.2727,0.7,0.1343,12,104,116,Spring,Clear,Monday,Feb,2012,10.66,13.635,70.0,8.9981
9518,2012-02-06,1,1,2,12,0,1,1,1,0.32,0.3182,0.61,0.1642,19,131,150,Spring,Clear,Monday,Feb,2012,13.120000000000001,15.909999999999998,61.0,11.0014
9519,2012-02-06,1,1,2,13,0,1,1,1,0.38,0.3939,0.4,0.2239,17,124,141,Spring,Clear,Monday,Feb,2012,15.58,19.695,40.0,15.001299999999999
9520,2012-02-06,1,1,2,14,0,1,1,1,0.4,0.4091,0.35,0.1642,14,126,140,Spring,Clear,Monday,Feb,2012,16.400000000000002,20.455000000000002,35.0,11.0014
9521,2012-02-06,1,1,2,15,0,1,1,1,0.42,0.4242,0.32,0.2836,25,146,171,Spring,Clear,Monday,Feb,2012,17.22,21.21,32.0,19.0012
9522,2012-02-06,1,1,2,16,0,1,1,1,0.4,0.4091,0.43,0.2537,13,215,228,Spring,Clear,Monday,Feb,2012,16.400000000000002,20.455000000000002,43.0,16.997899999999998
9523,2012-02-06,1,1,2,17,0,1,1,1,0.4,0.4091,0.43,0.2537,13,417,430,Spring,Clear,Monday,Feb,2012,16.400000000000002,20.455000000000002,43.0,16.997899999999998
9524,2012-02-06,1,1,2,18,0,1,1,1,0.38,0.3939,0.43,0.2239,11,426,437,Spring,Clear,Monday,Feb,2012,15.58,19.695,43.0,15.001299999999999
9525,2012-02-06,1,1,2,19,0,1,1,1,0.36,0.3333,0.43,0.2537,7,284,291,Spring,Clear,Monday,Feb,2012,14.76,16.665,43.0,16.997899999999998
9526,2012-02-06,1,1,2,20,0,1,1,1,0.34,0.3333,0.46,0.1642,7,194,201,Spring,Clear,Monday,Feb,2012,13.940000000000001,16.665,46.0,11.0014
9527,2012-02-06,1,1,2,21,0,1,1,1,0.32,0.3182,0.57,0.1642,11,143,154,Spring,Clear,Monday,Feb,2012,13.120000000000001,15.909999999999998,56.99999999999999,11.0014
9528,2012-02-06,1,1,2,22,0,1,1,1,0.3,0.303,0.65,0.1343,4,83,87,Spring,Clear,Monday,Feb,2012,12.299999999999999,15.15,65.0,8.9981
9529,2012-02-06,1,1,2,23,0,1,1,1,0.3,0.303,0.65,0.1343,3,43,46,Spring,Clear,Monday,Feb,2012,12.299999999999999,15.15,65.0,8.9981
9530,2012-02-07,1,1,2,0,0,2,1,1,0.3,0.2879,0.7,0.194,1,22,23,Spring,Clear,Tuesday,Feb,2012,12.299999999999999,14.395,70.0,12.998000000000001
9531,2012-02-07,1,1,2,1,0,2,1,1,0.28,0.2879,0.61,0.1343,8,6,14,Spring,Clear,Tuesday,Feb,2012,11.48,14.395,61.0,8.9981
9532,2012-02-07,1,1,2,2,0,2,1,1,0.3,0.3333,0.61,0.0,0,4,4,Spring,Clear,Tuesday,Feb,2012,12.299999999999999,16.665,61.0,0.0
9533,2012-02-07,1,1,2,3,0,2,1,2,0.3,0.3333,0.7,0.0,1,1,2,Spring,Mist,Tuesday,Feb,2012,12.299999999999999,16.665,70.0,0.0
9534,2012-02-07,1,1,2,4,0,2,1,2,0.3,0.3333,0.7,0.0,0,3,3,Spring,Mist,Tuesday,Feb,2012,12.299999999999999,16.665,70.0,0.0
9535,2012-02-07,1,1,2,5,0,2,1,1,0.32,0.3333,0.49,0.0896,0,15,15,Spring,Clear,Tuesday,Feb,2012,13.120000000000001,16.665,49.0,6.0032
9536,2012-02-07,1,1,2,6,0,2,1,1,0.32,0.303,0.45,0.2985,2,98,100,Spring,Clear,Tuesday,Feb,2012,13.120000000000001,15.15,45.0,19.999499999999998
9537,2012-02-07,1,1,2,7,0,2,1,1,0.32,0.3485,0.45,0.0,6,293,299,Spring,Clear,Tuesday,Feb,2012,13.120000000000001,17.424999999999997,45.0,0.0
9538,2012-02-07,1,1,2,8,0,2,1,1,0.3,0.3182,0.49,0.0,7,522,529,Spring,Clear,Tuesday,Feb,2012,12.299999999999999,15.909999999999998,49.0,0.0
9539,2012-02-07,1,1,2,9,0,2,1,1,0.32,0.3333,0.49,0.0,11,278,289,Spring,Clear,Tuesday,Feb,2012,13.120000000000001,16.665,49.0,0.0
9540,2012-02-07,1,1,2,10,0,2,1,1,0.34,0.3333,0.46,0.1642,12,104,116,Spring,Clear,Tuesday,Feb,2012,13.940000000000001,16.665,46.0,11.0014
9541,2012-02-07,1,1,2,11,0,2,1,1,0.36,0.3485,0.46,0.194,9,120,129,Spring,Clear,Tuesday,Feb,2012,14.76,17.424999999999997,46.0,12.998000000000001
9542,2012-02-07,1,1,2,12,0,2,1,1,0.4,0.4091,0.4,0.3284,9,163,172,Spring,Clear,Tuesday,Feb,2012,16.400000000000002,20.455000000000002,40.0,22.0028
9543,2012-02-07,1,1,2,13,0,2,1,1,0.44,0.4394,0.38,0.2537,15,169,184,Spring,Clear,Tuesday,Feb,2012,18.04,21.97,38.0,16.997899999999998
9544,2012-02-07,1,1,2,14,0,2,1,1,0.44,0.4394,0.38,0.2537,11,127,138,Spring,Clear,Tuesday,Feb,2012,18.04,21.97,38.0,16.997899999999998
9545,2012-02-07,1,1,2,15,0,2,1,1,0.44,0.4394,0.38,0.194,13,133,146,Spring,Clear,Tuesday,Feb,2012,18.04,21.97,38.0,12.998000000000001
9546,2012-02-07,1,1,2,16,0,2,1,1,0.44,0.4394,0.35,0.2537,19,257,276,Spring,Clear,Tuesday,Feb,2012,18.04,21.97,35.0,16.997899999999998
9547,2012-02-07,1,1,2,17,0,2,1,1,0.44,0.4394,0.35,0.194,15,494,509,Spring,Clear,Tuesday,Feb,2012,18.04,21.97,35.0,12.998000000000001
9548,2012-02-07,1,1,2,18,0,2,1,1,0.42,0.4242,0.38,0.194,10,508,518,Spring,Clear,Tuesday,Feb,2012,17.22,21.21,38.0,12.998000000000001
9549,2012-02-07,1,1,2,19,0,2,1,1,0.38,0.3939,0.43,0.2239,11,327,338,Spring,Clear,Tuesday,Feb,2012,15.58,19.695,43.0,15.001299999999999
9550,2012-02-07,1,1,2,20,0,2,1,1,0.36,0.3485,0.5,0.1343,6,206,212,Spring,Clear,Tuesday,Feb,2012,14.76,17.424999999999997,50.0,8.9981
9551,2012-02-07,1,1,2,21,0,2,1,1,0.34,0.3485,0.61,0.1045,20,170,190,Spring,Clear,Tuesday,Feb,2012,13.940000000000001,17.424999999999997,61.0,7.0015
9552,2012-02-07,1,1,2,22,0,2,1,1,0.32,0.3182,0.57,0.194,11,107,118,Spring,Clear,Tuesday,Feb,2012,13.120000000000001,15.909999999999998,56.99999999999999,12.998000000000001
9553,2012-02-07,1,1,2,23,0,2,1,1,0.32,0.3333,0.57,0.1343,2,49,51,Spring,Clear,Tuesday,Feb,2012,13.120000000000001,16.665,56.99999999999999,8.9981
9554,2012-02-08,1,1,2,0,0,3,1,1,0.3,0.2879,0.56,0.2239,2,21,23,Spring,Clear,Wednesday,Feb,2012,12.299999999999999,14.395,56.00000000000001,15.001299999999999
9555,2012-02-08,1,1,2,1,0,3,1,1,0.28,0.2727,0.61,0.1642,1,9,10,Spring,Clear,Wednesday,Feb,2012,11.48,13.635,61.0,11.0014
9556,2012-02-08,1,1,2,2,0,3,1,1,0.26,0.303,0.65,0.0,0,1,1,Spring,Clear,Wednesday,Feb,2012,10.66,15.15,65.0,0.0
9557,2012-02-08,1,1,2,3,0,3,1,1,0.26,0.303,0.65,0.0,0,1,1,Spring,Clear,Wednesday,Feb,2012,10.66,15.15,65.0,0.0
9558,2012-02-08,1,1,2,4,0,3,1,1,0.24,0.2576,0.7,0.0896,0,1,1,Spring,Clear,Wednesday,Feb,2012,9.84,12.879999999999999,70.0,6.0032
9559,2012-02-08,1,1,2,5,0,3,1,1,0.24,0.2576,0.7,0.0896,0,20,20,Spring,Clear,Wednesday,Feb,2012,9.84,12.879999999999999,70.0,6.0032
9560,2012-02-08,1,1,2,6,0,3,1,2,0.24,0.2879,0.7,0.0,3,95,98,Spring,Mist,Wednesday,Feb,2012,9.84,14.395,70.0,0.0
9561,2012-02-08,1,1,2,7,0,3,1,2,0.24,0.2576,0.7,0.1045,5,276,281,Spring,Mist,Wednesday,Feb,2012,9.84,12.879999999999999,70.0,7.0015
9562,2012-02-08,1,1,2,8,0,3,1,2,0.24,0.2273,0.7,0.2239,13,495,508,Spring,Mist,Wednesday,Feb,2012,9.84,11.365,70.0,15.001299999999999
9563,2012-02-08,1,1,2,9,0,3,1,2,0.24,0.2576,0.7,0.1642,8,245,253,Spring,Mist,Wednesday,Feb,2012,9.84,12.879999999999999,70.0,11.0014
9564,2012-02-08,1,1,2,10,0,3,1,2,0.26,0.2576,0.7,0.2239,1,107,108,Spring,Mist,Wednesday,Feb,2012,10.66,12.879999999999999,70.0,15.001299999999999
9565,2012-02-08,1,1,2,11,0,3,1,2,0.26,0.2576,0.65,0.2239,5,97,102,Spring,Mist,Wednesday,Feb,2012,10.66,12.879999999999999,65.0,15.001299999999999
9566,2012-02-08,1,1,2,12,0,3,1,2,0.28,0.2576,0.65,0.2836,14,124,138,Spring,Mist,Wednesday,Feb,2012,11.48,12.879999999999999,65.0,19.0012
9567,2012-02-08,1,1,2,13,0,3,1,2,0.28,0.2879,0.61,0.1045,15,111,126,Spring,Mist,Wednesday,Feb,2012,11.48,14.395,61.0,7.0015
9568,2012-02-08,1,1,2,14,0,3,1,2,0.3,0.303,0.56,0.1642,8,100,108,Spring,Mist,Wednesday,Feb,2012,12.299999999999999,15.15,56.00000000000001,11.0014
9569,2012-02-08,1,1,2,15,0,3,1,3,0.3,0.3182,0.61,0.1045,5,49,54,Spring,Light Rain/Snow,Wednesday,Feb,2012,12.299999999999999,15.909999999999998,61.0,7.0015
9570,2012-02-08,1,1,2,16,0,3,1,3,0.26,0.2727,0.81,0.1045,2,73,75,Spring,Light Rain/Snow,Wednesday,Feb,2012,10.66,13.635,81.0,7.0015
9571,2012-02-08,1,1,2,17,0,3,1,3,0.24,0.2576,0.87,0.1045,8,147,155,Spring,Light Rain/Snow,Wednesday,Feb,2012,9.84,12.879999999999999,87.0,7.0015
9572,2012-02-08,1,1,2,18,0,3,1,3,0.24,0.2576,0.87,0.1045,4,163,167,Spring,Light Rain/Snow,Wednesday,Feb,2012,9.84,12.879999999999999,87.0,7.0015
9573,2012-02-08,1,1,2,19,0,3,1,3,0.24,0.2576,0.87,0.1045,3,158,161,Spring,Light Rain/Snow,Wednesday,Feb,2012,9.84,12.879999999999999,87.0,7.0015
9574,2012-02-08,1,1,2,20,0,3,1,3,0.24,0.2424,0.87,0.1343,3,122,125,Spring,Light Rain/Snow,Wednesday,Feb,2012,9.84,12.120000000000001,87.0,8.9981
9575,2012-02-08,1,1,2,21,0,3,1,3,0.24,0.2273,0.87,0.194,3,126,129,Spring,Light Rain/Snow,Wednesday,Feb,2012,9.84,11.365,87.0,12.998000000000001
9576,2012-02-08,1,1,2,22,0,3,1,2,0.24,0.2424,0.87,0.1343,3,95,98,Spring,Mist,Wednesday,Feb,2012,9.84,12.120000000000001,87.0,8.9981
9577,2012-02-08,1,1,2,23,0,3,1,2,0.24,0.2424,0.87,0.1642,3,57,60,Spring,Mist,Wednesday,Feb,2012,9.84,12.120000000000001,87.0,11.0014
9578,2012-02-09,1,1,2,0,0,4,1,2,0.24,0.2424,0.87,0.1642,3,23,26,Spring,Mist,Thursday,Feb,2012,9.84,12.120000000000001,87.0,11.0014
9579,2012-02-09,1,1,2,1,0,4,1,2,0.24,0.2424,0.87,0.1343,2,10,12,Spring,Mist,Thursday,Feb,2012,9.84,12.120000000000001,87.0,8.9981
9580,2012-02-09,1,1,2,2,0,4,1,1,0.22,0.2273,0.8,0.1343,0,2,2,Spring,Clear,Thursday,Feb,2012,9.02,11.365,80.0,8.9981
9581,2012-02-09,1,1,2,3,0,4,1,1,0.22,0.2121,0.8,0.2836,0,4,4,Spring,Clear,Thursday,Feb,2012,9.02,10.605,80.0,19.0012
9582,2012-02-09,1,1,2,4,0,4,1,2,0.22,0.197,0.75,0.4478,0,1,1,Spring,Mist,Thursday,Feb,2012,9.02,9.85,75.0,30.002599999999997
9583,2012-02-09,1,1,2,5,0,4,1,1,0.2,0.1818,0.75,0.2836,0,18,18,Spring,Clear,Thursday,Feb,2012,8.200000000000001,9.09,75.0,19.0012
9584,2012-02-09,1,1,2,6,0,4,1,1,0.2,0.1818,0.75,0.2836,1,75,76,Spring,Clear,Thursday,Feb,2012,8.200000000000001,9.09,75.0,19.0012
9585,2012-02-09,1,1,2,7,0,4,1,1,0.2,0.197,0.69,0.2537,4,263,267,Spring,Clear,Thursday,Feb,2012,8.200000000000001,9.85,69.0,16.997899999999998
9586,2012-02-09,1,1,2,8,0,4,1,1,0.2,0.197,0.64,0.2537,11,473,484,Spring,Clear,Thursday,Feb,2012,8.200000000000001,9.85,64.0,16.997899999999998
9587,2012-02-09,1,1,2,9,0,4,1,1,0.2,0.197,0.59,0.2239,9,229,238,Spring,Clear,Thursday,Feb,2012,8.200000000000001,9.85,59.0,15.001299999999999
9588,2012-02-09,1,1,2,10,0,4,1,1,0.22,0.2121,0.51,0.2239,7,90,97,Spring,Clear,Thursday,Feb,2012,9.02,10.605,51.0,15.001299999999999
9589,2012-02-09,1,1,2,11,0,4,1,1,0.24,0.2273,0.52,0.2239,4,95,99,Spring,Clear,Thursday,Feb,2012,9.84,11.365,52.0,15.001299999999999
9590,2012-02-09,1,1,2,12,0,4,1,1,0.26,0.2273,0.48,0.3284,10,148,158,Spring,Clear,Thursday,Feb,2012,10.66,11.365,48.0,22.0028
9591,2012-02-09,1,1,2,13,0,4,1,1,0.3,0.2727,0.42,0.3284,10,144,154,Spring,Clear,Thursday,Feb,2012,12.299999999999999,13.635,42.0,22.0028
9592,2012-02-09,1,1,2,14,0,4,1,1,0.32,0.303,0.39,0.2985,18,126,144,Spring,Clear,Thursday,Feb,2012,13.120000000000001,15.15,39.0,19.999499999999998
9593,2012-02-09,1,1,2,15,0,4,1,1,0.32,0.303,0.36,0.2985,14,120,134,Spring,Clear,Thursday,Feb,2012,13.120000000000001,15.15,36.0,19.999499999999998
9594,2012-02-09,1,1,2,16,0,4,1,1,0.34,0.3333,0.36,0.0,15,223,238,Spring,Clear,Thursday,Feb,2012,13.940000000000001,16.665,36.0,0.0
9595,2012-02-09,1,1,2,17,0,4,1,1,0.34,0.3333,0.34,0.1343,12,387,399,Spring,Clear,Thursday,Feb,2012,13.940000000000001,16.665,34.0,8.9981
9596,2012-02-09,1,1,2,18,0,4,1,1,0.34,0.3333,0.31,0.1642,13,404,417,Spring,Clear,Thursday,Feb,2012,13.940000000000001,16.665,31.0,11.0014
9597,2012-02-09,1,1,2,19,0,4,1,1,0.32,0.3333,0.33,0.1045,8,287,295,Spring,Clear,Thursday,Feb,2012,13.120000000000001,16.665,33.0,7.0015
9598,2012-02-09,1,1,2,20,0,4,1,1,0.32,0.3485,0.36,0.0,2,197,199,Spring,Clear,Thursday,Feb,2012,13.120000000000001,17.424999999999997,36.0,0.0
9599,2012-02-09,1,1,2,21,0,4,1,1,0.3,0.3182,0.52,0.0896,8,169,177,Spring,Clear,Thursday,Feb,2012,12.299999999999999,15.909999999999998,52.0,6.0032
9600,2012-02-09,1,1,2,22,0,4,1,2,0.3,0.3333,0.56,0.0,3,104,107,Spring,Mist,Thursday,Feb,2012,12.299999999999999,16.665,56.00000000000001,0.0
9601,2012-02-09,1,1,2,23,0,4,1,2,0.3,0.3333,0.52,0.0,9,75,84,Spring,Mist,Thursday,Feb,2012,12.299999999999999,16.665,52.0,0.0
9602,2012-02-10,1,1,2,0,0,5,1,2,0.28,0.303,0.65,0.0896,4,39,43,Spring,Mist,Friday,Feb,2012,11.48,15.15,65.0,6.0032
9603,2012-02-10,1,1,2,1,0,5,1,2,0.28,0.303,0.61,0.0896,2,11,13,Spring,Mist,Friday,Feb,2012,11.48,15.15,61.0,6.0032
9604,2012-02-10,1,1,2,2,0,5,1,1,0.26,0.2879,0.52,0.0896,7,9,16,Spring,Clear,Friday,Feb,2012,10.66,14.395,52.0,6.0032
9605,2012-02-10,1,1,2,3,0,5,1,1,0.26,0.2879,0.56,0.0896,0,5,5,Spring,Clear,Friday,Feb,2012,10.66,14.395,56.00000000000001,6.0032
9606,2012-02-10,1,1,2,4,0,5,1,1,0.26,0.2879,0.56,0.0896,0,2,2,Spring,Clear,Friday,Feb,2012,10.66,14.395,56.00000000000001,6.0032
9607,2012-02-10,1,1,2,5,0,5,1,1,0.24,0.2273,0.52,0.2239,0,17,17,Spring,Clear,Friday,Feb,2012,9.84,11.365,52.0,15.001299999999999
9608,2012-02-10,1,1,2,6,0,5,1,1,0.2,0.197,0.59,0.194,3,61,64,Spring,Clear,Friday,Feb,2012,8.200000000000001,9.85,59.0,12.998000000000001
9609,2012-02-10,1,1,2,7,0,5,1,1,0.2,0.2121,0.59,0.1642,5,225,230,Spring,Clear,Friday,Feb,2012,8.200000000000001,10.605,59.0,11.0014
9610,2012-02-10,1,1,2,8,0,5,1,1,0.2,0.2121,0.59,0.1642,1,447,448,Spring,Clear,Friday,Feb,2012,8.200000000000001,10.605,59.0,11.0014
9611,2012-02-10,1,1,2,9,0,5,1,1,0.22,0.2273,0.55,0.1642,10,265,275,Spring,Clear,Friday,Feb,2012,9.02,11.365,55.00000000000001,11.0014
9612,2012-02-10,1,1,2,10,0,5,1,2,0.26,0.2727,0.48,0.1343,5,119,124,Spring,Mist,Friday,Feb,2012,10.66,13.635,48.0,8.9981
9613,2012-02-10,1,1,2,11,0,5,1,2,0.28,0.2879,0.45,0.1045,19,134,153,Spring,Mist,Friday,Feb,2012,11.48,14.395,45.0,7.0015
9614,2012-02-10,1,1,2,12,0,5,1,2,0.3,0.303,0.42,0.1343,8,168,176,Spring,Mist,Friday,Feb,2012,12.299999999999999,15.15,42.0,8.9981
9615,2012-02-10,1,1,2,13,0,5,1,2,0.3,0.3182,0.42,0.0896,22,170,192,Spring,Mist,Friday,Feb,2012,12.299999999999999,15.909999999999998,42.0,6.0032
9616,2012-02-10,1,1,2,14,0,5,1,2,0.32,0.3333,0.39,0.0896,8,138,146,Spring,Mist,Friday,Feb,2012,13.120000000000001,16.665,39.0,6.0032
9617,2012-02-10,1,1,2,15,0,5,1,2,0.32,0.3333,0.45,0.1343,27,164,191,Spring,Mist,Friday,Feb,2012,13.120000000000001,16.665,45.0,8.9981
9618,2012-02-10,1,1,2,16,0,5,1,2,0.34,0.3182,0.42,0.2537,28,240,268,Spring,Mist,Friday,Feb,2012,13.940000000000001,15.909999999999998,42.0,16.997899999999998
9619,2012-02-10,1,1,2,17,0,5,1,2,0.34,0.3333,0.42,0.194,15,381,396,Spring,Mist,Friday,Feb,2012,13.940000000000001,16.665,42.0,12.998000000000001
9620,2012-02-10,1,1,2,18,0,5,1,3,0.3,0.303,0.61,0.1343,14,345,359,Spring,Light Rain/Snow,Friday,Feb,2012,12.299999999999999,15.15,61.0,8.9981
9621,2012-02-10,1,1,2,19,0,5,1,2,0.32,0.3485,0.57,0.0,16,246,262,Spring,Mist,Friday,Feb,2012,13.120000000000001,17.424999999999997,56.99999999999999,0.0
9622,2012-02-10,1,1,2,20,0,5,1,2,0.32,0.3485,0.57,0.0,7,144,151,Spring,Mist,Friday,Feb,2012,13.120000000000001,17.424999999999997,56.99999999999999,0.0
9623,2012-02-10,1,1,2,21,0,5,1,2,0.32,0.3333,0.66,0.0896,14,108,122,Spring,Mist,Friday,Feb,2012,13.120000000000001,16.665,66.0,6.0032
9624,2012-02-10,1,1,2,22,0,5,1,2,0.32,0.3485,0.66,0.0,11,102,113,Spring,Mist,Friday,Feb,2012,13.120000000000001,17.424999999999997,66.0,0.0
9625,2012-02-10,1,1,2,23,0,5,1,2,0.3,0.3182,0.7,0.0896,1,64,65,Spring,Mist,Friday,Feb,2012,12.299999999999999,15.909999999999998,70.0,6.0032
9626,2012-02-11,1,1,2,0,0,6,0,2,0.3,0.303,0.7,0.1343,3,50,53,Spring,Mist,Saturday,Feb,2012,12.299999999999999,15.15,70.0,8.9981
9627,2012-02-11,1,1,2,1,0,6,0,3,0.28,0.2879,0.81,0.1343,2,43,45,Spring,Light Rain/Snow,Saturday,Feb,2012,11.48,14.395,81.0,8.9981
9628,2012-02-11,1,1,2,2,0,6,0,3,0.26,0.2576,0.81,0.194,2,24,26,Spring,Light Rain/Snow,Saturday,Feb,2012,10.66,12.879999999999999,81.0,12.998000000000001
9629,2012-02-11,1,1,2,3,0,6,0,3,0.24,0.2273,0.87,0.2239,0,9,9,Spring,Light Rain/Snow,Saturday,Feb,2012,9.84,11.365,87.0,15.001299999999999
9630,2012-02-11,1,1,2,4,0,6,0,3,0.24,0.2273,0.87,0.2239,0,4,4,Spring,Light Rain/Snow,Saturday,Feb,2012,9.84,11.365,87.0,15.001299999999999
9631,2012-02-11,1,1,2,5,0,6,0,3,0.22,0.2273,0.93,0.1642,0,2,2,Spring,Light Rain/Snow,Saturday,Feb,2012,9.02,11.365,93.0,11.0014
9632,2012-02-11,1,1,2,6,0,6,0,3,0.22,0.2273,0.93,0.1343,1,8,9,Spring,Light Rain/Snow,Saturday,Feb,2012,9.02,11.365,93.0,8.9981
9633,2012-02-11,1,1,2,7,0,6,0,3,0.22,0.2273,0.93,0.1343,0,19,19,Spring,Light Rain/Snow,Saturday,Feb,2012,9.02,11.365,93.0,8.9981
9634,2012-02-11,1,1,2,8,0,6,0,3,0.22,0.2273,0.93,0.1343,1,77,78,Spring,Light Rain/Snow,Saturday,Feb,2012,9.02,11.365,93.0,8.9981
9635,2012-02-11,1,1,2,9,0,6,0,3,0.22,0.2424,0.93,0.1045,5,85,90,Spring,Light Rain/Snow,Saturday,Feb,2012,9.02,12.120000000000001,93.0,7.0015
9636,2012-02-11,1,1,2,10,0,6,0,3,0.22,0.2424,0.93,0.1045,23,143,166,Spring,Light Rain/Snow,Saturday,Feb,2012,9.02,12.120000000000001,93.0,7.0015
9637,2012-02-11,1,1,2,11,0,6,0,2,0.24,0.2576,0.81,0.1045,26,157,183,Spring,Mist,Saturday,Feb,2012,9.84,12.879999999999999,81.0,7.0015
9638,2012-02-11,1,1,2,12,0,6,0,2,0.26,0.2576,0.81,0.1642,25,196,221,Spring,Mist,Saturday,Feb,2012,10.66,12.879999999999999,81.0,11.0014
9639,2012-02-11,1,1,2,13,0,6,0,2,0.26,0.2424,0.81,0.2836,18,217,235,Spring,Mist,Saturday,Feb,2012,10.66,12.120000000000001,81.0,19.0012
9640,2012-02-11,1,1,2,14,0,6,0,2,0.26,0.2424,0.81,0.2537,38,205,243,Spring,Mist,Saturday,Feb,2012,10.66,12.120000000000001,81.0,16.997899999999998
9641,2012-02-11,1,1,2,15,0,6,0,2,0.3,0.2727,0.61,0.2985,12,112,124,Spring,Mist,Saturday,Feb,2012,12.299999999999999,13.635,61.0,19.999499999999998
9642,2012-02-11,1,1,2,16,0,6,0,3,0.22,0.197,0.75,0.4179,12,134,146,Spring,Light Rain/Snow,Saturday,Feb,2012,9.02,9.85,75.0,27.999299999999998
9643,2012-02-11,1,1,2,17,0,6,0,3,0.22,0.1818,0.69,0.4627,13,131,144,Spring,Light Rain/Snow,Saturday,Feb,2012,9.02,9.09,69.0,31.0009
9644,2012-02-11,1,1,2,18,0,6,0,2,0.22,0.1818,0.47,0.6567,3,105,108,Spring,Mist,Saturday,Feb,2012,9.02,9.09,47.0,43.9989
9645,2012-02-11,1,1,2,19,0,6,0,2,0.2,0.1515,0.4,0.5522,2,85,87,Spring,Mist,Saturday,Feb,2012,8.200000000000001,7.575,40.0,36.9974
9646,2012-02-11,1,1,2,20,0,6,0,2,0.16,0.1212,0.43,0.5522,1,62,63,Spring,Mist,Saturday,Feb,2012,6.5600000000000005,6.0600000000000005,43.0,36.9974
9647,2012-02-11,1,1,2,21,0,6,0,1,0.14,0.0758,0.43,0.6418,5,43,48,Spring,Clear,Saturday,Feb,2012,5.74,3.7900000000000005,43.0,43.000600000000006
9648,2012-02-11,1,1,2,22,0,6,0,2,0.14,0.1061,0.39,0.3881,0,46,46,Spring,Mist,Saturday,Feb,2012,5.74,5.305,39.0,26.0027
